CompoundName,smiles_std,vDILI-Concern,dili_label
Isoproterenol hydrochloride,CC(C)NCC(O)c1ccc(O)c(O)c1,vNo-DILI-concern,0
Nesiritide,CCC(C)C1NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(N)CO)C(C)C)CSSCC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2c[nH]cn2)C(=O)O)C(C)C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CO)NC1=O,vNo-DILI-concern,0
Bethanechol chloride,CC(C[N+](C)(C)C)OC(N)=O,vNo-DILI-concern,0
Betrixaban,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,vNo-DILI-concern,0
Nalbuphine hydrochloride,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,vNo-DILI-concern,0
Cangrelor,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)C(O)C1O,vNo-DILI-concern,0
Neomycin sulfate,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,vNo-DILI-concern,0
Betaine,C[N+](C)(C)CC(=O)[O-],vNo-DILI-concern,0
Naldemedine tosylate,CC(C)(NC(=O)C1=C(O)C2Oc3c(O)ccc4c3C23CCN(CC2CC2)C(C4)C3(O)C1)c1nc(-c2ccccc2)no1,vNo-DILI-concern,0
Biperiden hydrochloride,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,vNo-DILI-concern,0
Nitrefazole,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,vMost-DILI-concern,1
Methyldopa,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,vMost-DILI-concern,1
Fenclozic acid,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,vMost-DILI-concern,1
Hydroxyurea,NC(=O)NO,vMost-DILI-concern,1
Felbamate,NC(=O)OCC(COC(N)=O)c1ccccc1,vMost-DILI-concern,1
Indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,vMost-DILI-concern,1
Febuxostat,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,vMost-DILI-concern,1
Pentostatin,OCC1OC(n2cnc3c2NC=NCC3O)CC1O,vMost-DILI-concern,1
Nevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,vMost-DILI-concern,1
Oxandrolone,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,vMost-DILI-concern,1
Macitentan,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,vMost-DILI-concern,1
Nilotinib hydrochloride,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,vMost-DILI-concern,1
Etodolac,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,vMost-DILI-concern,1
Nintedanib esylate,COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,vMost-DILI-concern,1
Mepazine,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,vMost-DILI-concern,1
Idelalisib,CCC(Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,vMost-DILI-concern,1
Mefenamic acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,vMost-DILI-concern,1
Methimazole,Cn1cc[nH]c1=S,vMost-DILI-concern,1
Pexidartinib hydrochloride,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,vMost-DILI-concern,1
Niperotidine,CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,vMost-DILI-concern,1
Nilutamide,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,vMost-DILI-concern,1
Ibufenac,CC(C)Cc1ccc(CC(=O)O)cc1,vMost-DILI-concern,1
Imatinib mesylate,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,vMost-DILI-concern,1
Niacin,O=C(O)c1cccnc1,vMost-DILI-concern,1
Methotrexate sodium,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,vMost-DILI-concern,1
Etravirine,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,vMost-DILI-concern,1
Mebanazine,CC(NN)c1ccccc1,vMost-DILI-concern,1
Exemestane,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,vMost-DILI-concern,1
Exifone,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,vMost-DILI-concern,1
Nialamide,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,vMost-DILI-concern,1
Perhexiline,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,vMost-DILI-concern,1
Falnidamol,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,vMost-DILI-concern,1
Maraviroc,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,vMost-DILI-concern,1
Ibrutinib,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,vMost-DILI-concern,1
Nitrofurantoin,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,vMost-DILI-concern,1
Isaxonine,CC(C)Nc1ncccn1,vMost-DILI-concern,1
Lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,vMost-DILI-concern,1
Fenoprofen calcium,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,vMost-DILI-concern,1
Gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,vMost-DILI-concern,1
Itraconazole,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,vMost-DILI-concern,1
Nandrolone phenpropionate,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccccc1,vMost-DILI-concern,1
Pazopanib hydrochloride,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,vMost-DILI-concern,1
Levofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,vMost-DILI-concern,1
Papaverine hydrochloride,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,vMost-DILI-concern,1
Flutamide,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,vMost-DILI-concern,1
Ketoconazole,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,vMost-DILI-concern,1
Labetalol hydrochloride,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,vMost-DILI-concern,1
Milnacipran hydrochloride,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,vMost-DILI-concern,1
Minocycline hydrochloride,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,vMost-DILI-concern,1
Oxyphenisatin,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,vMost-DILI-concern,1
Lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,vMost-DILI-concern,1
Moxisylyte,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,vMost-DILI-concern,1
Oxymetholone,CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,vMost-DILI-concern,1
Lapatinib ditosylate,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,vMost-DILI-concern,1
Leflunomide,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,vMost-DILI-concern,1
Fosphenytoin sodium,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,vMost-DILI-concern,1
Oxaliplatin,NC1CCCCC1N,vMost-DILI-concern,1
Gemcitabine hydrochloride,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,vMost-DILI-concern,1
Gemfibrozil,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,vMost-DILI-concern,1
Pemoline,NC1=NC(=O)C(c2ccccc2)O1,vMost-DILI-concern,1
Fipexide,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,vMost-DILI-concern,1
Interferon alfa-2b,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,vMost-DILI-concern,1
Nomifensine,CN1Cc2c(N)cccc2C(c2ccccc2)C1,vMost-DILI-concern,1
Iproniazid,CC(C)NNC(=O)c1ccncc1,vMost-DILI-concern,1
Nortriptyline hydrochloride,CNCCC=C1c2ccccc2CCc2ccccc21,vMost-DILI-concern,1
Fialuridine,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2F)cc1I,vMost-DILI-concern,1
Fiduxosin,COc1cccc2c1C1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)CC1CO2,vMost-DILI-concern,1
Obeticholic acid,CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12,vMost-DILI-concern,1
Fingolimod hydrochloride,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,vMost-DILI-concern,1
Isoniazid,NNC(=O)c1ccncc1,vMost-DILI-concern,1
Fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,vMost-DILI-concern,1
Lomitapide mesylate,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,vMost-DILI-concern,1
Griseofulvin,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,vMost-DILI-concern,1
Nefazodone hydrochloride,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,vMost-DILI-concern,1
Isotretinoin,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,vMost-DILI-concern,1
Glafenine,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,vMost-DILI-concern,1
Mexiletine hydrochloride,Cc1cccc(C)c1OCC(C)N,vMost-DILI-concern,1
Orlistat,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,vMost-DILI-concern,1
Micafungin sodium,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)no2)cc1,vMost-DILI-concern,1
Nimesulide,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,vMost-DILI-concern,1
Mercaptopurine,S=c1nc[nH]c2nc[nH]c12,vMost-DILI-concern,1
Sorafenib tosylate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,vMost-DILI-concern,1
Riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,vMost-DILI-concern,1
Cytarabine,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,vMost-DILI-concern,1
Rifampin,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,vMost-DILI-concern,1
Dacarbazine,CN(C)N=Nc1nc[nH]c1C(N)=O,vMost-DILI-concern,1
Bromfenac sodium,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,vMost-DILI-concern,1
Tizanidine hydrochloride,Clc1ccc2nsnc2c1NC1=NCCN1,vMost-DILI-concern,1
Dactinomycin,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,vMost-DILI-concern,1
Danazol,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,vMost-DILI-concern,1
Dantrolene sodium,O=C1N=C(O)CN1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,vMost-DILI-concern,1
Ribociclib succinate,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,vMost-DILI-concern,1
Bosutinib monohydrate,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,vMost-DILI-concern,1
Bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,vMost-DILI-concern,1
Bortezomib,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,vMost-DILI-concern,1
Tolcapone,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,vMost-DILI-concern,1
Bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,vMost-DILI-concern,1
Darunavir,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,vMost-DILI-concern,1
Bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,vMost-DILI-concern,1
Deferasirox,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,vMost-DILI-concern,1
Tolrestat,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,vMost-DILI-concern,1
Tolvaptan,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,vMost-DILI-concern,1
Regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,vMost-DILI-concern,1
Benziodarone,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,vMost-DILI-concern,1
Benzbromarone,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,vMost-DILI-concern,1
Benzarone,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,vMost-DILI-concern,1
Benoxaprofen,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,vMost-DILI-concern,1
Bendazac,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,vMost-DILI-concern,1
Tipranavir,CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,vMost-DILI-concern,1
Cyclosporine,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,vMost-DILI-concern,1
Triacetyldiphenolisatin,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,vMost-DILI-concern,1
Cyclofenil,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,vMost-DILI-concern,1
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,vMost-DILI-concern,1
Chlormezanone,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,vMost-DILI-concern,1
Sitaxsentan,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,vMost-DILI-concern,1
Clarithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,vMost-DILI-concern,1
Ceritinib,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,vMost-DILI-concern,1
Stavudine,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,vMost-DILI-concern,1
Sulfathiazole,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,vMost-DILI-concern,1
Sulindac,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,vMost-DILI-concern,1
Clomacran,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,vMost-DILI-concern,1
Sunitinib malate,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,vMost-DILI-concern,1
Tamoxifen citrate,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,vMost-DILI-concern,1
Telithromycin,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,vMost-DILI-concern,1
Clometacin,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,vMost-DILI-concern,1
Carfilzomib,CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1,vMost-DILI-concern,1
Clomipramine hydrochloride,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,vMost-DILI-concern,1
Carbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc21,vMost-DILI-concern,1
Terbinafine hydrochloride,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,vMost-DILI-concern,1
Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,vMost-DILI-concern,1
Teriflunomide,CC(O)=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,vMost-DILI-concern,1
Tetrabamate,CCCCCOC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,vMost-DILI-concern,1
Thiabendazole,c1ccc2[nH]c(-c3cscn3)nc2c1,vMost-DILI-concern,1
Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,vMost-DILI-concern,1
Ritonavir,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,vMost-DILI-concern,1
Ticrynafen,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,vMost-DILI-concern,1
Crizotinib,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,vMost-DILI-concern,1
Raltegravir potassium,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,vMost-DILI-concern,1
Azathioprine,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,vMost-DILI-concern,1
Ciprofloxacin hydrochloride,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,vMost-DILI-concern,1
Ebrotidine,NC(N)=Nc1nc(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1,vMost-DILI-concern,1
Ximelagatran,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,vMost-DILI-concern,1
Efavirenz,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,vMost-DILI-concern,1
Zafirlukast,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,vMost-DILI-concern,1
Eltrombopag olamine,Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C,vMost-DILI-concern,1
Acitretin,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,vMost-DILI-concern,1
Zanubrutinib,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,vMost-DILI-concern,1
Acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,vMost-DILI-concern,1
Acetaminophen,CC(=O)Nc1ccc(O)cc1,vMost-DILI-concern,1
Zidovudine,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,vMost-DILI-concern,1
Zileuton,CC(c1cc2ccccc2s1)N(O)C(N)=O,vMost-DILI-concern,1
Pralnacasan,CCOC1OC(=O)CC1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12,vMost-DILI-concern,1
Posaconazole,CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,vMost-DILI-concern,1
Pomalidomide,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,vMost-DILI-concern,1
Pirprofen,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,vMost-DILI-concern,1
Acarbose,CC1OC(OC2C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,vMost-DILI-concern,1
Pirfenidone,Cc1ccc(=O)n(-c2ccccc2)c1,vMost-DILI-concern,1
Pipamazine,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,vMost-DILI-concern,1
Erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,vMost-DILI-concern,1
Zimelidine,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,vMost-DILI-concern,1
Abiraterone acetate,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(c4cccnc4)=CCC32)C1,vMost-DILI-concern,1
Erythromycin estolate,CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,vMost-DILI-concern,1
Estramustine phosphate sodium,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O,vMost-DILI-concern,1
Phenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,vMost-DILI-concern,1
Phenoxypropazine,CC(COc1ccccc1)NN,vMost-DILI-concern,1
Ethambutol hydrochloride,CCC(CO)NCCNC(CC)CO,vMost-DILI-concern,1
Alaproclate,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,vMost-DILI-concern,1
Duloxetine hydrochloride,CNCCC(Oc1cccc2ccccc12)c1cccs1,vMost-DILI-concern,1
Troglitazone,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,vMost-DILI-concern,1
Droxicam,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,vMost-DILI-concern,1
Atorvastatin calcium,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,vMost-DILI-concern,1
Atomoxetine hydrochloride,CNCCC(Oc1ccccc1C)c1ccccc1,vMost-DILI-concern,1
Trovafloxacin mesylate,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,vMost-DILI-concern,1
Valproic acid,CCCC(CCC)C(=O)O,vMost-DILI-concern,1
Aplaviroc,CCCCN1C(=O)C(C(O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,vMost-DILI-concern,1
Diclofenac sodium,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,vMost-DILI-concern,1
Anidulafungin,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(C)O)NC(=O)C(C(O)C(O)c5ccc(O)cc5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)cc2)cc1,vMost-DILI-concern,1
Didanosine,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,vMost-DILI-concern,1
Diflunisal,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,vMost-DILI-concern,1
Diltiazem hydrochloride,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,vMost-DILI-concern,1
Dimethyl fumarate,COC(=O)C=CC(=O)OC,vMost-DILI-concern,1
Amiodarone hydrochloride,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,vMost-DILI-concern,1
Amineptine,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,vMost-DILI-concern,1
Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,vMost-DILI-concern,1
Dolutegravir sodium,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,vMost-DILI-concern,1
Propylthiouracil,CCCc1cc(=O)[nH]c(=S)[nH]1,vMost-DILI-concern,1
Alpidem,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,vMost-DILI-concern,1
Voriconazole,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,vMost-DILI-concern,1
Allopurinol,O=c1[nH]cnc2[nH]ncc12,vMost-DILI-concern,1
